,rangoAutovalores,pasos,iters,tiempo
468,120823.88937780198,0.999,35654,0.7170870304107666
469,103765.01338364932,0.999,703,0.02645277976989746
470,120845.29258845268,0.999,65199,1.513892412185669
471,160969.831277606,0.999,805,0.013286352157592773
472,152176.41098457723,0.999,9827,0.17336726188659668
473,142301.88553298527,0.999,180001,3.7899651527404785
474,148110.64418963238,0.999,6490,0.11967301368713379
475,148112.2485348474,0.999,3883,0.07327818870544434
476,158142.71136584843,0.999,6359,0.1672499179840088
477,177328.1846003543,0.999,119486,2.3286192417144775
478,155587.11073547354,0.999,180001,3.858643054962158
479,144442.71623412424,0.999,21955,0.5401208400726318
480,149376.98800776032,0.999,137359,3.8689639568328857
481,170418.35140165203,0.999,88840,2.3300669193267822
482,150730.83413742695,0.999,180001,4.201128721237183
483,169217.22667594525,0.999,142315,3.4959464073181152
484,163505.22215288918,0.999,1064,0.01755046844482422
485,176709.622809962,0.999,6685,0.11513686180114746
486,185721.75304296688,0.999,16861,0.5829472541809082
487,244590.2456101976,0.999,11627,0.21801352500915527
488,207626.6687354229,0.999,31061,0.8044593334197998
489,188212.0134939497,0.999,1759,0.029556751251220703
490,230315.8144048959,0.999,11591,0.20714688301086426
491,224615.3735982258,0.999,8986,0.15497422218322754
492,223463.51116008693,0.999,71175,1.3799469470977783
493,188823.3652396909,0.999,30519,0.6100070476531982
494,238622.3307053795,0.999,37827,0.9255907535552979
495,207126.78101130005,0.999,23995,0.5257871150970459
496,204013.8868348868,0.999,5078,0.10374140739440918
497,220471.82244227792,0.999,813,0.01593947410583496
498,278204.0083830989,0.999,4277,0.07935214042663574
499,339131.4913032096,0.999,1811,0.03618931770324707
500,25.91211218391877,1.0,1332,0.02158522605895996
501,114.9028816141618,1.0,12300,0.21511292457580566
502,231.3491313703673,1.0,16232,0.36078810691833496
503,419.515993577398,1.0,8424,0.3071739673614502
504,657.7491853432172,1.0,76206,1.549316644668579
505,857.6877459648322,1.0,21740,0.6052303314208984
506,1483.8273551191069,1.0,180001,4.1270952224731445
507,2030.7927391811345,1.0,6210,0.11110067367553711
508,2117.6608559459,1.0,2724,0.057305335998535156
509,2735.6513281345874,1.0,42702,1.037358045578003
510,3231.856718710456,1.0,105286,2.160383701324463
511,3320.067373794032,1.0,65450,1.3459491729736328
512,4044.9189198031327,1.0,60834,1.3006775379180908
513,4541.979730787354,1.0,116500,2.238754987716675
514,5358.327269968615,1.0,2654,0.04377460479736328
515,7158.959193446376,1.0,13246,0.2226705551147461
516,7877.898881542444,1.0,1888,0.03213787078857422
517,8992.498293699038,1.0,11048,0.18836402893066406
518,9424.779561917385,1.0,4116,0.06879782676696777
519,10671.350946713224,1.0,180001,4.44955039024353
520,10861.256262531591,1.0,16722,0.3847310543060303
521,11751.706248520317,1.0,1442,0.03178548812866211
522,12800.039012785635,1.0,31200,0.5749506950378418
523,17306.77911561314,1.0,7408,0.14530467987060547
524,15572.16801761354,1.0,1862,0.031014680862426758
525,15947.106877596778,1.0,18104,0.37055349349975586
526,16952.596051441335,1.0,7784,0.25888633728027344
527,22269.913064011296,1.0,7318,0.13933873176574707
528,17898.90024658939,1.0,1200,0.019793033599853516
529,25451.95513079813,1.0,180001,5.264447212219238
530,21442.82282836756,1.0,110744,2.047978162765503
531,22866.662767526723,1.0,10352,0.1855921745300293
532,29421.98039366646,1.0,76016,1.7501442432403564
533,28416.31998802142,1.0,18048,0.4982891082763672
534,32482.094148988665,1.0,27264,0.8846912384033203
535,30439.878482379267,1.0,17704,0.5433616638183594
536,36281.78295469264,1.0,44282,1.355034351348877
